#Date/Time of Update: (none),#DFS Type,#Player ID,#LastName,#FirstName,#Position,#Team ID,#Team Abbr.,#Team City,#Team Name,#Game ID,#Game Date,#Game Time,#Game Away Team Abbr.,#Game Home Team Abbr.,#Salary,#Fantasy Points
,FanDuel,9097,Bradley,Avery,SG,82,BOS,Boston,Celtics,33946,10/26/2016,7:30PM,BRO,BOS,5600,34.3
,FanDuel,9400,Ilyasova,Ersan,PF,96,OKL,Oklahoma City,Thunder,33951,10/26/2016,8:00PM,OKL,PHI,4200,19.5
,FanDuel,9220,Barnes,Harrison,F,108,DAL,Dallas,Mavericks,33945,10/26/2016,7:00PM,DAL,IND,4800,27.8
,FanDuel,9518,Sessions,Ramon,PG,93,CHA,Charlotte,Hornets,33948,10/26/2016,8:00PM,CHA,MIL,4000,3
,FanDuel,9277,Hibbert,Roy,C,93,CHA,Charlotte,Hornets,33948,10/26/2016,8:00PM,CHA,MIL,3500,39.5
,FanDuel,9109,Johnson,Amir,PF,82,BOS,Boston,Celtics,33946,10/26/2016,7:30PM,BRO,BOS,5000,17.4
,FanDuel,9207,Morris,Marcus,SF,88,DET,Detroit,Pistons,33947,10/26/2016,7:30PM,DET,TOR,5600,32.3
,FanDuel,9189,Faried,Kenneth,PF,99,DEN,Denver,Nuggets,33950,10/26/2016,8:00PM,DEN,NOP,5500,28.3
,FanDuel,9338,Rubio,Ricky,PG,100,MIN,Minnesota,Timberwolves,33949,10/26/2016,8:00PM,MIN,MEM,6500,18.8
,FanDuel,9491,Valanciunas,Jonas,C,81,TOR,Toronto,Raptors,33947,10/26/2016,7:30PM,DET,TOR,5700,45.7
,FanDuel,9388,Ibaka,Serge,PF,95,ORL,Orlando,Magic,33944,10/26/2016,7:00PM,MIA,ORL,4800,24.4
,FanDuel,9187,Gallinari,Danilo,SF,99,DEN,Denver,Nuggets,33950,10/26/2016,8:00PM,DEN,NOP,7100,28.6
,FanDuel,9208,Tolliver,Anthony,PF,103,SAC,Sacramento,Kings,33952,10/26/2016,10:00PM,SAC,PHX,3500,15
,FanDuel,9240,Brewer,Corey,SF,109,HOU,Houston,Rockets,33953,10/26/2016,10:30PM,HOU,LAL,3800,7
,FanDuel,9203,Caldwell-Pope,Kentavious,SG,88,DET,Detroit,Pistons,33947,10/26/2016,7:30PM,DET,TOR,5500,11.5
,FanDuel,9496,Carroll,DeMarre,SF,81,TOR,Toronto,Raptors,33947,10/26/2016,7:30PM,DET,TOR,4700,19.9
,FanDuel,9492,Ross,Terrence,SF,81,TOR,Toronto,Raptors,33947,10/26/2016,7:30PM,DET,TOR,3500,16.3
,FanDuel,9438,Teletovic,Mirza,PF,90,MIL,Milwaukee,Bucks,33948,10/26/2016,8:00PM,CHA,MIL,4000,8.9
,FanDuel,9493,Johnson,James,PF,92,MIA,Miami,Heat,33944,10/26/2016,7:00PM,MIA,ORL,3800,21.4
,FanDuel,9458,McLemore,Ben,SG,103,SAC,Sacramento,Kings,33952,10/26/2016,10:00PM,SAC,PHX,3600,8
,FanDuel,9488,Patterson,Patrick,PF,81,TOR,Toronto,Raptors,33947,10/26/2016,7:30PM,DET,TOR,3700,11.3
,FanDuel,9322,Plumlee,Miles,C,90,MIL,Milwaukee,Bucks,33948,10/26/2016,8:00PM,CHA,MIL,3900,6.7
,FanDuel,9160,Mozgov,Timofey,C,105,LAL,Los Angeles,Lakers,33953,10/26/2016,10:30PM,HOU,LAL,3900,22.6
,FanDuel,9462,Casspi,Omri,SF,103,SAC,Sacramento,Kings,33952,10/26/2016,10:00PM,SAC,PHX,4400,7.6
,FanDuel,9217,Bogut,Andrew,C,108,DAL,Dallas,Mavericks,33945,10/26/2016,7:00PM,DAL,IND,4000,18.7
,FanDuel,9342,Wiggins,Andrew,SF,100,MIN,Minnesota,Timberwolves,33949,10/26/2016,8:00PM,MIN,MEM,6600,33.4
,FanDuel,9329,Parker,Jabari,PF,90,MIL,Milwaukee,Bucks,33948,10/26/2016,8:00PM,CHA,MIL,6100,21.7
,FanDuel,9528,Dudley,Jared,PF,104,PHX,Phoenix,Suns,33952,10/26/2016,10:00PM,SAC,PHX,4200,9.9
,FanDuel,9325,Antetokounmpo,Giannis,PG,90,MIL,Milwaukee,Bucks,33948,10/26/2016,8:00PM,CHA,MIL,9400,52.3
,FanDuel,9541,Udrih,Beno,G,88,DET,Detroit,Pistons,33947,10/26/2016,7:30PM,DET,TOR,3500,9.2
,FanDuel,9463,Koufos,Kosta,C,103,SAC,Sacramento,Kings,33952,10/26/2016,10:00PM,SAC,PHX,3600,7.3
,FanDuel,9432,Leuer,Jon,PF,88,DET,Detroit,Pistons,33947,10/26/2016,7:30PM,DET,TOR,4000,20.8
,FanDuel,9099,Zeller,Tyler,C,82,BOS,Boston,Celtics,33946,10/26/2016,7:30PM,BRO,BOS,3800,25.3
,FanDuel,9145,Snell,Tony,SF,90,MIL,Milwaukee,Bucks,33948,10/26/2016,8:00PM,CHA,MIL,3900,
,FanDuel,9108,Jerebko,Jonas,PF,82,BOS,Boston,Celtics,33946,10/26/2016,7:30PM,BRO,BOS,4600,16.7
,FanDuel,9192,Nurkic,Jusuf,C,99,DEN,Denver,Nuggets,33950,10/26/2016,8:00PM,DEN,NOP,4600,39.3
,FanDuel,9417,Stauskas,Nik,SG,85,PHI,Philadelphia,76ers,33951,10/26/2016,8:00PM,OKL,PHI,3700,19.3
,FanDuel,9197,Barton,Will,SG,99,DEN,Denver,Nuggets,33950,10/26/2016,8:00PM,DEN,NOP,5100,29
,FanDuel,9339,Muhammad,Shabazz,SF,100,MIN,Minnesota,Timberwolves,33949,10/26/2016,8:00PM,MIN,MEM,4000,4.4
,FanDuel,9431,Len,Alex,C,104,PHX,Phoenix,Suns,33952,10/26/2016,10:00PM,SAC,PHX,6000,20.4
,FanDuel,9219,Rush,Brandon,SG,100,MIN,Minnesota,Timberwolves,33949,10/26/2016,8:00PM,MIN,MEM,3500,2.9
,FanDuel,9229,Barbosa,Leandro,SG,104,PHX,Phoenix,Suns,33952,10/26/2016,10:00PM,SAC,PHX,3500,1.2
,FanDuel,9272,Aldrich,Cole,C,100,MIN,Minnesota,Timberwolves,33949,10/26/2016,8:00PM,MIN,MEM,3800,10.4
,FanDuel,9154,Brooks,Aaron,PG,87,IND,Indiana,Pacers,33945,10/26/2016,7:00PM,DAL,IND,3500,0
,FanDuel,9177,Powell,Dwight,PF,108,DAL,Dallas,Mavericks,33945,10/26/2016,7:00PM,DAL,IND,3800,11.9
,FanDuel,9135,Jefferson,Al,C,87,IND,Indiana,Pacers,33945,10/26/2016,7:00PM,DAL,IND,4500,15.2
,FanDuel,9129,Walker,Kemba,PG,93,CHA,Charlotte,Hornets,33948,10/26/2016,8:00PM,CHA,MIL,8100,32.2
,FanDuel,9450,Henderson,Gerald,SG,85,PHI,Philadelphia,76ers,33951,10/26/2016,8:00PM,OKL,PHI,4200,11.4
,FanDuel,9293,Stephenson,Lance,G,110,NOP,New Orleans,Pelicans,33950,10/26/2016,8:00PM,DEN,NOP,4200,16.1
,FanDuel,9134,Williams,Marvin,PF,93,CHA,Charlotte,Hornets,33948,10/26/2016,8:00PM,CHA,MIL,5000,29
,FanDuel,9128,Kidd-Gilchrist,Michael,SF,93,CHA,Charlotte,Hornets,33948,10/26/2016,8:00PM,CHA,MIL,5400,43.8
,FanDuel,9130,Zeller,Cody,C,93,CHA,Charlotte,Hornets,33948,10/26/2016,8:00PM,CHA,MIL,4600,23.1
,FanDuel,9384,Waiters,Dion,SG,92,MIA,Miami,Heat,33944,10/26/2016,7:00PM,MIA,ORL,4500,21.2
,FanDuel,9132,Hawes,Spencer,PF,93,CHA,Charlotte,Hornets,33948,10/26/2016,8:00PM,CHA,MIL,3500,10.9
,FanDuel,9298,Barnes,Matt,SF,103,SAC,Sacramento,Kings,33952,10/26/2016,10:00PM,SAC,PHX,4300,25.9
,FanDuel,9131,Lamb,Jeremy,SG,93,CHA,Charlotte,Hornets,33948,10/26/2016,8:00PM,CHA,MIL,4000,4.2
,FanDuel,9166,Dellavedova,Matthew,PG,90,MIL,Milwaukee,Bucks,33948,10/26/2016,8:00PM,CHA,MIL,4500,17.1
,FanDuel,9340,Dieng,Gorgui,C,100,MIN,Minnesota,Timberwolves,33949,10/26/2016,8:00PM,MIN,MEM,5500,37.8
,FanDuel,9204,Bullock,Reggie,SF,88,DET,Detroit,Pistons,33947,10/26/2016,7:30PM,DET,TOR,3500,0
,FanDuel,9257,Robinson III,Glenn,SF,87,IND,Indiana,Pacers,33945,10/26/2016,7:00PM,DAL,IND,3500,-1
,FanDuel,9343,LaVine,Zach,SG,100,MIN,Minnesota,Timberwolves,33949,10/26/2016,8:00PM,MIN,MEM,5500,29.5
,FanDuel,9525,Temple,Garrett,SF,103,SAC,Sacramento,Kings,33952,10/26/2016,10:00PM,SAC,PHX,3800,16.9
,FanDuel,9312,Whiteside,Hassan,C,92,MIA,Miami,Heat,33944,10/26/2016,7:00PM,MIA,ORL,8700,43.3
,FanDuel,9430,Tucker,P.J.,SF,104,PHX,Phoenix,Suns,33952,10/26/2016,10:00PM,SAC,PHX,5000,-1
,FanDuel,9324,Henson,John,C,90,MIL,Milwaukee,Bucks,33948,10/26/2016,8:00PM,CHA,MIL,3700,8.8
,FanDuel,9330,Ennis,Tyler,PG,109,HOU,Houston,Rockets,33953,10/26/2016,10:30PM,HOU,LAL,3900,6
,FanDuel,9377,Williams,Derrick,SF,92,MIA,Miami,Heat,33944,10/26/2016,7:00PM,MIA,ORL,5000,0
,FanDuel,9254,Allen,Lavoy,PF,87,IND,Indiana,Pacers,33945,10/26/2016,7:00PM,DAL,IND,3800,13
,FanDuel,9418,Embiid,Joel,C,85,PHI,Philadelphia,76ers,33951,10/26/2016,8:00PM,OKL,PHI,4700,28.4
,FanDuel,9250,George,Paul,SF,87,IND,Indiana,Pacers,33945,10/26/2016,7:00PM,DAL,IND,9500,41.6
,FanDuel,9311,Johnson,Tyler,SG,92,MIA,Miami,Heat,33944,10/26/2016,7:00PM,MIA,ORL,4200,29.7
,FanDuel,9302,Green,JaMychal,PF,107,MEM,Memphis,Grizzlies,33949,10/26/2016,8:00PM,MIN,MEM,5000,22.9
,FanDuel,9284,Black,Tarik,C,105,LAL,Los Angeles,Lakers,33953,10/26/2016,10:30PM,HOU,LAL,3500,9.8
,FanDuel,9232,Harden,James,SG,109,HOU,Houston,Rockets,33953,10/26/2016,10:30PM,HOU,LAL,11200,64.1
,FanDuel,9172,Nowitzki,Dirk,PF,108,DAL,Dallas,Mavericks,33945,10/26/2016,7:00PM,DAL,IND,6700,40.6
,FanDuel,9354,Davis,Anthony,PF,110,NOP,New Orleans,Pelicans,33950,10/26/2016,8:00PM,DEN,NOP,10200,95.7
,FanDuel,9253,Ellis,Monta,SG,87,IND,Indiana,Pacers,33945,10/26/2016,7:00PM,DAL,IND,5500,40.9
,FanDuel,9353,Anderson,Ryan,PF,109,HOU,Houston,Rockets,33953,10/26/2016,10:30PM,HOU,LAL,6800,26.7
,FanDuel,9352,Gordon,Eric,SG,109,HOU,Houston,Rockets,33953,10/26/2016,10:30PM,HOU,LAL,5200,26
,FanDuel,9195,Nelson,Jameer,PG,99,DEN,Denver,Nuggets,33950,10/26/2016,8:00PM,DEN,NOP,4300,13.9
,FanDuel,9412,Vucevic,Nikola,C,95,ORL,Orlando,Magic,33944,10/26/2016,7:00PM,MIA,ORL,7700,41.3
,FanDuel,9212,Harris,Tobias,PF,88,DET,Detroit,Pistons,33947,10/26/2016,7:30PM,DET,TOR,6300,26.5
,FanDuel,9235,Ariza,Trevor,SF,109,HOU,Houston,Rockets,33953,10/26/2016,10:30PM,HOU,LAL,5500,19.2
,FanDuel,9470,Belinelli,Marco,SG,93,CHA,Charlotte,Hornets,33948,10/26/2016,8:00PM,CHA,MIL,3500,13.3
,FanDuel,9399,Fournier,Evan,SF,95,ORL,Orlando,Magic,33944,10/26/2016,7:00PM,MIA,ORL,5800,33.8
,FanDuel,9435,Chandler,Tyson,C,104,PHX,Phoenix,Suns,33952,10/26/2016,10:00PM,SAC,PHX,5000,19
,FanDuel,9358,Asik,Omer,C,110,NOP,New Orleans,Pelicans,33950,10/26/2016,8:00PM,DEN,NOP,3700,4.7
,FanDuel,9357,Ajinca,Alexis,C,110,NOP,New Orleans,Pelicans,33950,10/26/2016,8:00PM,DEN,NOP,4500,1.2
,FanDuel,9243,Terry,Jason,SG,90,MIL,Milwaukee,Bucks,33948,10/26/2016,8:00PM,CHA,MIL,3500,8.9
,FanDuel,9407,Payton,Elfrid,PG,95,ORL,Orlando,Magic,33944,10/26/2016,7:00PM,MIA,ORL,5900,28.3
,FanDuel,9406,Gordon,Aaron,PF,95,ORL,Orlando,Magic,33944,10/26/2016,7:00PM,MIA,ORL,5600,28.6
,FanDuel,9282,Randle,Julius,PF,105,LAL,Los Angeles,Lakers,33953,10/26/2016,10:30PM,HOU,LAL,6300,35.4
,FanDuel,9498,Joseph,Cory,SG,81,TOR,Toronto,Raptors,33947,10/26/2016,7:30PM,DET,TOR,3500,14.8
,FanDuel,9136,Daniels,Troy,SG,107,MEM,Memphis,Grizzlies,33949,10/26/2016,8:00PM,MIN,MEM,3500,0
,FanDuel,9237,Capela,Clint,C,109,HOU,Houston,Rockets,33953,10/26/2016,10:30PM,HOU,LAL,4200,27.8
,FanDuel,9211,Baynes,Aron,C,88,DET,Detroit,Pistons,33947,10/26/2016,7:30PM,DET,TOR,3500,11.6
,FanDuel,9107,Crowder,Jae,SF,82,BOS,Boston,Celtics,33946,10/26/2016,7:30PM,BRO,BOS,5500,34
,FanDuel,9283,Clarkson,Jordan,SG,105,LAL,Los Angeles,Lakers,33953,10/26/2016,10:30PM,HOU,LAL,5700,32.1
,FanDuel,9420,Covington,Robert,SF,85,PHI,Philadelphia,76ers,33951,10/26/2016,8:00PM,OKL,PHI,5900,25
,FanDuel,9280,Young,Nick,SG,105,LAL,Los Angeles,Lakers,33953,10/26/2016,10:30PM,HOU,LAL,3500,15.1
,FanDuel,9360,Babbitt,Luke,SF,92,MIA,Miami,Heat,33944,10/26/2016,7:00PM,MIA,ORL,3500,12.2
,FanDuel,9245,Beasley,Michael,F,90,MIL,Milwaukee,Bucks,33948,10/26/2016,8:00PM,CHA,MIL,3900,7.9
,FanDuel,9118,Lopez,Brook,C,84,BRO,Brooklyn,Nets,33946,10/26/2016,7:30PM,BRO,BOS,8400,11
,FanDuel,9467,Curry,Seth,PG,108,DAL,Dallas,Mavericks,33945,10/26/2016,7:00PM,DAL,IND,4000,20.1
,FanDuel,9508,Booker,Trevor,PF,84,BRO,Brooklyn,Nets,33946,10/26/2016,7:30PM,BRO,BOS,4800,28.9
,FanDuel,9116,Hollis-Jefferson,Rondae,SF,84,BRO,Brooklyn,Nets,33946,10/26/2016,7:30PM,BRO,BOS,4300,8.4
,FanDuel,9125,Kilpatrick,Sean,SG,84,BRO,Brooklyn,Nets,33946,10/26/2016,7:30PM,BRO,BOS,3900,18.8
,FanDuel,9114,Bogdanovic,Bojan,SF,84,BRO,Brooklyn,Nets,33946,10/26/2016,7:30PM,BRO,BOS,4100,27
,FanDuel,9658,Hamilton,Justin,C,84,BRO,Brooklyn,Nets,33946,10/26/2016,7:30PM,BRO,BOS,4600,33
,FanDuel,9540,Harris,Joe,SG,84,BRO,Brooklyn,Nets,33946,10/26/2016,7:30PM,BRO,BOS,3500,30.3
,FanDuel,9387,Westbrook,Russell,PG,96,OKL,Oklahoma City,Thunder,33951,10/26/2016,8:00PM,OKL,PHI,12000,57.9
,FanDuel,9138,Lin,Jeremy,SG,84,BRO,Brooklyn,Nets,33946,10/26/2016,7:30PM,BRO,BOS,6300,26.1
,FanDuel,9396,Kanter,Enes,C,96,OKL,Oklahoma City,Thunder,33951,10/26/2016,8:00PM,OKL,PHI,5100,35.4
,FanDuel,9242,McDaniels,KJ,SF,109,HOU,Houston,Rockets,33953,10/26/2016,10:30PM,HOU,LAL,3500,12.2
,FanDuel,9499,Scola,Luis,PF,84,BRO,Brooklyn,Nets,33946,10/26/2016,7:30PM,BRO,BOS,4100,11.7
,FanDuel,9385,Roberson,Andre,SG,96,OKL,Oklahoma City,Thunder,33951,10/26/2016,8:00PM,OKL,PHI,3900,19.9
,FanDuel,9247,Miles,CJ,SF,87,IND,Indiana,Pacers,33945,10/26/2016,7:00PM,DAL,IND,3800,13.5
,FanDuel,9326,Vasquez,Greivis,PG,84,BRO,Brooklyn,Nets,33946,10/26/2016,7:30PM,BRO,BOS,3900,6.5
,FanDuel,9390,Adams,Steven,C,96,OKL,Oklahoma City,Thunder,33951,10/26/2016,8:00PM,OKL,PHI,4700,27.5
,FanDuel,9395,Singler,Kyle,SF,96,OKL,Oklahoma City,Thunder,33951,10/26/2016,8:00PM,OKL,PHI,3500,5.2
,FanDuel,9287,Williams,Lou,SG,105,LAL,Los Angeles,Lakers,33953,10/26/2016,10:30PM,HOU,LAL,4600,20
,FanDuel,9402,Oladipo,Victor,SG,96,OKL,Oklahoma City,Thunder,33951,10/26/2016,8:00PM,OKL,PHI,7400,16.5
,FanDuel,9233,Jones,Terrence,PF,110,NOP,New Orleans,Pelicans,33950,10/26/2016,8:00PM,DEN,NOP,4200,17.1
,FanDuel,9423,McConnell,TJ,PG,85,PHI,Philadelphia,76ers,33951,10/26/2016,8:00PM,OKL,PHI,5000,15.9
,FanDuel,9433,Warren,TJ,SF,104,PHX,Phoenix,Suns,33952,10/26/2016,10:00PM,SAC,PHX,4500,25.5
,FanDuel,9123,Reed,Willie,PF,92,MIA,Miami,Heat,33944,10/26/2016,7:00PM,MIA,ORL,3800,20.7
,FanDuel,9367,Ennis III,James,SF,107,MEM,Memphis,Grizzlies,33949,10/26/2016,8:00PM,MIN,MEM,4000,24.2
,FanDuel,9251,Hill,Solomon,SF,110,NOP,New Orleans,Pelicans,33950,10/26/2016,8:00PM,DEN,NOP,4300,4.7
,FanDuel,9147,Moore,E'Twaun,SG,110,NOP,New Orleans,Pelicans,33950,10/26/2016,8:00PM,DEN,NOP,4500,19.2
,FanDuel,9366,Frazier,Tim,PG,110,NOP,New Orleans,Pelicans,33950,10/26/2016,8:00PM,DEN,NOP,5000,40.5
,FanDuel,9425,Smith,Ish,PG,88,DET,Detroit,Pistons,33947,10/26/2016,7:30PM,DET,TOR,6400,19.7
,FanDuel,9419,Grant,Jerami,SF,85,PHI,Philadelphia,76ers,33951,10/26/2016,8:00PM,OKL,PHI,5200,16.8
,FanDuel,9392,Morrow,Anthony,SG,96,OKL,Oklahoma City,Thunder,33951,10/26/2016,8:00PM,OKL,PHI,3500,0
,FanDuel,10138,Abrines,Alex,F,96,OKL,Oklahoma City,Thunder,33951,10/26/2016,8:00PM,OKL,PHI,3500,6.2
,FanDuel,9372,Galloway,Langston,PG,110,NOP,New Orleans,Pelicans,33950,10/26/2016,8:00PM,DEN,NOP,4100,10.9
,FanDuel,10088,Christon,Semaj,G,96,OKL,Oklahoma City,Thunder,33951,10/26/2016,8:00PM,OKL,PHI,3500,11.2
,FanDuel,10131,Baldwin IV,Wade,G,107,MEM,Memphis,Grizzlies,33949,10/26/2016,8:00PM,MIN,MEM,3500,3.5
,FanDuel,9117,McCullough,Chris,PF,84,BRO,Brooklyn,Nets,33946,10/26/2016,7:30PM,BRO,BOS,3500,4.4
,FanDuel,9266,Wilcox,CJ,SG,95,ORL,Orlando,Magic,33944,10/26/2016,7:00PM,MIA,ORL,3500,0
,FanDuel,9484,Marjanovic,Boban,C,88,DET,Detroit,Pistons,33947,10/26/2016,7:30PM,DET,TOR,3500,3.2
,FanDuel,9180,Barea,J.J.,PG,108,DAL,Dallas,Mavericks,33945,10/26/2016,7:00PM,DAL,IND,4700,32.4
,FanDuel,9459,Gay,Rudy,SF,103,SAC,Sacramento,Kings,33952,10/26/2016,10:00PM,SAC,PHX,6900,36.6
,FanDuel,9313,Winslow,Justise,SF,92,MIA,Miami,Heat,33944,10/26/2016,7:00PM,MIA,ORL,4700,34.6
,FanDuel,9416,Thompson,Hollis,SG,85,PHI,Philadelphia,76ers,33951,10/26/2016,8:00PM,OKL,PHI,4200,10.4
